price,nbr_reservations,nbr_visitors,marketing_spend,market_count,event_type,rating,trend_score,growth_rate_pct,capacity_min,capacity_max,event_type_encoded,category_name_encoded,city_encoded,country_encoded,venue_type_encoded,reservation_status_encoded,marketing_per_visitor,price_per_reservation,month,quarter,year,season_encoded
8478.0,155,66,24000.0,4,Birthday,1,0.0,0.0,300,500,0,1,16,0,0,2,358.2089552238806,54.34615384615385,3,1,2025,1
2987.0,229,3480,21000.0,20,Wedding,3,0.0,0.0,300,500,2,2,16,0,0,0,6.032749209997127,12.986956521739131,4,2,2025,1
10586.0,229,3480,21000.0,20,Corporate Event,1,0.0,0.0,300,500,1,2,16,0,0,2,6.032749209997127,46.02608695652174,6,2,2025,2
3214.0,42,3577,24000.0,4,Corporate Event,2,0.0,0.0,300,500,1,1,16,0,0,0,6.707657909446619,74.74418604651163,8,3,2023,2
3353.0,203,1258,20000.0,0,Corporate Event,3,0.0,0.0,300,500,1,0,16,0,0,2,15.885623510722796,16.436274509803923,10,4,2023,3
8178.0,203,1417,22000.0,0,Birthday,5,0.0,0.0,300,500,0,0,16,0,0,1,15.514809590973202,40.088235294117645,2,1,2025,0
11257.0,249,22215,13000.0,4,Wedding,3,0.0,0.0,300,500,2,1,16,0,0,0,0.5851638458768456,45.028,4,2,2023,1
11715.0,249,22215,25000.0,20,Wedding,2,0.0,0.0,300,500,2,2,16,0,0,2,1.125315088224703,46.86,2,1,2024,0
11195.0,126,4896,24000.0,20,Birthday,3,0.0,0.0,300,500,0,2,16,0,0,2,4.900959771288544,88.14960629921259,4,2,2025,1
3396.0,176,3661,21000.0,20,Corporate Event,4,0.0,0.0,300,500,1,2,16,0,0,1,5.734571272528673,19.1864406779661,9,3,2023,3
4335.0,239,4101,26000.0,20,Corporate Event,2,0.0,0.0,300,500,1,2,16,0,0,0,6.338371526084837,18.0625,1,1,2024,0
4400.0,176,3661,17000.0,20,Birthday,3,0.0,0.0,300,500,0,2,16,0,0,2,4.642271982523211,24.858757062146893,5,2,2024,1
14270.0,203,1417,12000.0,4,Wedding,4,0.0,0.0,300,500,2,1,16,0,0,1,8.46262341325811,69.95098039215686,6,2,2025,2
1892.0,203,1417,26000.0,20,Wedding,2,0.0,0.0,300,500,2,2,16,0,0,2,18.33568406205924,9.27450980392157,7,3,2023,2
9936.0,249,22215,23000.0,20,Wedding,5,0.0,0.0,300,500,2,2,16,0,0,1,1.0352898811667266,39.744,10,4,2025,3
13438.0,239,4101,21000.0,20,Corporate Event,3,0.0,0.0,300,500,1,2,16,0,0,1,5.1194539249146755,55.99166666666667,5,2,2023,1
13026.0,126,4896,21000.0,20,Corporate Event,5,0.0,0.0,300,500,1,2,16,0,0,0,4.288339799877476,102.56692913385827,12,4,2023,0
2213.0,249,22215,23000.0,20,Birthday,1,0.0,0.0,300,500,0,2,16,0,0,2,1.0352898811667266,8.852,9,3,2023,3
2751.0,249,22215,21000.0,20,Corporate Event,5,0.0,0.0,300,500,1,2,16,0,0,2,0.9452646741087505,11.004,12,4,2024,0
12933.0,155,66,21000.0,20,Corporate Event,4,0.0,0.0,300,500,1,2,16,0,0,1,313.43283582089555,82.90384615384616,7,3,2023,2
6653.0,229,3480,26000.0,20,Birthday,5,0.0,0.0,300,500,0,2,16,0,0,1,7.469118069520253,28.92608695652174,8,3,2024,2
8749.0,203,1258,25000.0,0,Birthday,2,0.0,0.0,300,500,0,0,16,0,0,1,19.857029388403493,42.88725490196079,3,1,2023,1
10049.0,155,66,22000.0,20,Corporate Event,4,0.0,0.0,300,500,1,2,16,0,0,0,328.35820895522386,64.41666666666667,12,4,2025,0
8202.0,203,1258,21000.0,4,Corporate Event,1,0.0,0.0,300,500,1,1,16,0,0,2,16.679904686258936,40.205882352941174,10,4,2024,3
12432.0,176,3661,24000.0,4,Wedding,3,0.0,0.0,300,500,2,1,16,0,0,1,6.553795740032769,70.23728813559322,11,4,2023,3
14630.0,155,66,26000.0,20,Corporate Event,1,0.0,0.0,300,500,1,2,16,0,0,0,388.05970149253733,93.78205128205128,4,2,2024,1
210.0,203,1417,19000.0,0,Wedding,2,0.0,0.0,300,500,2,0,16,0,0,2,13.399153737658674,1.0294117647058822,1,1,2025,0
2550.0,229,3480,24000.0,0,Wedding,4,0.0,0.0,300,500,2,0,16,0,0,0,6.894570525711003,11.08695652173913,12,4,2024,0
4148.0,42,3577,13000.0,4,Corporate Event,2,0.0,0.0,300,500,1,1,16,0,0,1,3.6333147009502516,96.46511627906976,7,3,2024,2
6473.0,229,3480,19000.0,20,Wedding,3,0.0,0.0,300,500,2,2,16,0,0,0,5.458201666187877,28.143478260869564,3,1,2023,1
9794.0,203,1258,26000.0,20,Birthday,3,0.0,0.0,300,500,0,2,16,0,0,1,20.651310563939635,48.009803921568626,1,1,2023,0
14725.0,176,3661,13000.0,20,Corporate Event,1,0.0,0.0,300,500,1,2,16,0,0,2,3.5499726925177497,83.19209039548022,4,2,2024,1
13901.0,203,1258,13000.0,20,Wedding,1,0.0,0.0,300,500,2,2,16,0,0,0,10.325655281969818,68.1421568627451,1,1,2025,0
6036.0,203,1258,17000.0,20,Corporate Event,3,0.0,0.0,300,500,1,2,16,0,0,2,13.502779984114376,29.58823529411765,12,4,2025,0
8082.0,176,3661,26000.0,0,Wedding,2,0.0,0.0,300,500,2,0,16,0,0,1,7.099945385035499,45.66101694915254,4,2,2025,1
5635.0,298,962,25000.0,20,Birthday,5,0.0,0.0,300,500,0,2,16,0,0,1,25.96053997923157,18.846153846153847,8,3,2023,2
13141.0,298,962,19000.0,4,Birthday,4,0.0,0.0,300,500,0,1,16,0,0,0,19.73001038421599,43.94983277591973,4,2,2023,1
122120.0,239,4101,26000.0,0,Corporate Event,2,0.0,0.0,300,500,1,0,16,0,0,1,6.338371526084837,508.8333333333333,7,3,2025,2
9253.0,298,962,21000.0,20,Wedding,4,0.0,0.0,300,500,2,2,16,0,0,0,21.806853582554517,30.94648829431438,4,2,2022,1
12022.0,249,22215,24000.0,0,Birthday,1,0.0,0.0,300,500,0,0,16,0,0,0,1.0803024846957148,48.088,3,1,2023,1
2010.0,252,1608,20000.0,0,Birthday,2,0.0,0.0,300,500,0,0,16,0,0,0,12.430080795525171,7.944664031620554,2,1,2023,0
5144.0,239,4101,19000.0,20,Birthday,4,0.0,0.0,300,500,0,2,16,0,0,2,4.631886884446612,21.433333333333334,4,2,2025,1
3157.0,298,962,20000.0,0,Birthday,1,0.0,0.0,300,500,0,0,16,0,0,2,20.768431983385256,10.558528428093645,7,3,2025,2
12242.0,202,1983,21000.0,4,Wedding,4,0.0,0.0,300,500,2,1,16,0,0,0,10.584677419354838,60.30541871921182,8,3,2025,2
2079.0,203,1258,12000.0,0,Birthday,2,0.0,0.0,300,500,0,0,16,0,0,0,9.531374106433677,10.191176470588236,5,2,2025,1
7908.0,202,1983,20000.0,4,Wedding,1,0.0,0.0,300,500,2,1,16,0,0,1,10.080645161290322,38.95566502463054,1,1,2022,0
1664.0,249,22215,17000.0,20,Wedding,3,0.0,0.0,300,500,2,2,16,0,0,2,0.765214259992798,6.656,5,2,2023,1
1015.0,239,4101,22000.0,4,Corporate Event,2,0.0,0.0,300,500,1,1,16,0,0,0,5.363237445148708,4.229166666666667,12,4,2025,0
7896.0,42,3577,19000.0,20,Birthday,5,0.0,0.0,300,500,0,2,16,0,0,2,5.310229178311906,183.62790697674419,3,1,2024,1
6276.0,298,962,21000.0,20,Corporate Event,2,0.0,0.0,300,500,1,2,16,0,0,0,21.806853582554517,20.989966555183948,5,2,2023,1
8017.0,203,1258,26000.0,0,Birthday,4,0.0,0.0,300,500,0,0,16,0,0,0,20.651310563939635,39.299019607843135,8,3,2022,2
11458.0,176,3661,22000.0,20,Corporate Event,5,0.0,0.0,300,500,1,2,16,0,0,2,6.007646095030038,64.73446327683615,8,3,2024,2
6772.0,239,4101,20000.0,20,Birthday,3,0.0,0.0,300,500,0,2,16,0,0,2,4.875670404680643,28.216666666666665,2,1,2023,0
4935.0,229,3480,25000.0,20,Corporate Event,2,0.0,0.0,300,500,1,2,16,0,0,0,7.181844297615628,21.456521739130434,12,4,2024,0
2515.0,229,3480,26000.0,20,Birthday,1,0.0,0.0,300,500,0,2,16,0,0,2,7.469118069520253,10.934782608695652,6,2,2024,2
2243.0,252,1608,23000.0,0,Wedding,1,0.0,0.0,300,500,2,0,16,0,0,0,14.294592914853947,8.865612648221344,8,3,2022,2
700.0,176,3661,15000.0,0,Birthday,2,0.0,0.0,300,500,0,0,16,0,0,1,4.09612233752048,3.9548022598870056,11,4,2024,3
13049.0,42,3577,19000.0,20,Corporate Event,5,0.0,0.0,300,500,1,2,16,0,0,2,5.310229178311906,303.4651162790698,10,4,2023,3
3249.0,42,3577,19000.0,4,Corporate Event,2,0.0,0.0,300,500,1,1,16,0,0,2,5.310229178311906,75.55813953488372,9,3,2023,3
3828.0,239,4101,22000.0,4,Wedding,1,0.0,0.0,300,500,2,1,16,0,0,2,5.363237445148708,15.95,8,3,2023,2
7294.0,126,4896,17000.0,20,Wedding,5,0.0,0.0,300,500,2,2,16,0,0,0,3.471513171329385,57.43307086614173,4,2,2023,1
9311.0,203,1417,19000.0,20,Corporate Event,2,0.0,0.0,300,500,1,2,16,0,0,0,13.399153737658674,45.6421568627451,3,1,2022,1
14441.0,239,4101,17000.0,4,Corporate Event,3,0.0,0.0,300,500,1,1,16,0,0,0,4.144319843978547,60.170833333333334,11,4,2022,3
9040.0,176,3661,21000.0,0,Birthday,3,0.0,0.0,300,500,0,0,16,0,0,1,5.734571272528673,51.07344632768361,5,2,2025,1
7880.0,298,962,20000.0,0,Wedding,5,0.0,0.0,300,500,2,0,16,0,0,2,20.768431983385256,26.354515050167223,10,4,2023,3
5740.0,252,1608,20000.0,4,Wedding,4,0.0,0.0,300,500,2,1,16,0,0,0,12.430080795525171,22.68774703557312,8,3,2024,2
9775.0,176,3661,24000.0,20,Corporate Event,3,0.0,0.0,300,500,1,2,16,0,0,1,6.553795740032769,55.22598870056497,5,2,2022,1
333.0,203,1417,12000.0,4,Corporate Event,1,0.0,0.0,300,500,1,1,16,0,0,2,8.46262341325811,1.6323529411764706,11,4,2024,3
5772.0,203,1258,17000.0,20,Wedding,1,0.0,0.0,300,500,2,2,16,0,0,1,13.502779984114376,28.294117647058822,9,3,2024,3
10306.0,176,3661,15000.0,20,Birthday,1,0.0,0.0,300,500,0,2,16,0,0,2,4.09612233752048,58.22598870056497,11,4,2022,3
11789.0,42,3577,20000.0,20,Birthday,2,0.0,0.0,300,500,0,2,16,0,0,1,5.589714924538849,274.16279069767444,7,3,2025,2
5294.0,203,1258,12000.0,0,Corporate Event,2,0.0,0.0,300,500,1,0,16,0,0,0,9.531374106433677,25.95098039215686,2,1,2023,0
10738.0,203,1417,19000.0,20,Birthday,5,0.0,0.0,300,500,0,2,16,0,0,1,13.399153737658674,52.63725490196079,4,2,2024,1
734.0,203,1417,15000.0,20,Birthday,5,0.0,0.0,300,500,0,2,16,0,0,0,10.578279266572638,3.5980392156862746,2,1,2025,0
1449.0,126,4896,22000.0,20,Birthday,5,0.0,0.0,300,500,0,2,16,0,0,2,4.492546457014499,11.409448818897637,11,4,2024,3
744.0,42,3577,20000.0,20,Wedding,4,0.0,0.0,300,500,2,2,16,0,0,1,5.589714924538849,17.302325581395348,12,4,2023,0
13103.0,203,1258,15000.0,4,Corporate Event,5,0.0,0.0,300,500,1,1,16,0,0,2,11.914217633042098,64.23039215686275,1,1,2024,0
8508.0,252,1608,26000.0,20,Wedding,5,0.0,0.0,300,500,2,2,16,0,0,2,16.159105034182723,33.62845849802372,11,4,2024,3
3292.0,249,22215,21000.0,20,Wedding,2,0.0,0.0,300,500,2,2,16,0,0,1,0.9452646741087505,13.168,9,3,2023,3
12428.0,42,3577,19000.0,20,Wedding,1,0.0,0.0,300,500,2,2,16,0,0,2,5.310229178311906,289.0232558139535,11,4,2022,3
3449.0,202,1983,15000.0,20,Wedding,3,0.0,0.0,300,500,2,2,16,0,0,2,7.560483870967742,16.99014778325123,8,3,2023,2
5989.0,298,962,25000.0,20,Wedding,1,0.0,0.0,300,500,2,2,16,0,0,2,25.96053997923157,20.03010033444816,11,4,2025,3
3580.0,249,22215,25000.0,20,Wedding,1,0.0,0.0,300,500,2,2,16,0,0,1,1.125315088224703,14.32,10,4,2023,3
12292.0,176,3661,17000.0,0,Corporate Event,1,0.0,0.0,300,500,1,0,16,0,0,2,4.642271982523211,69.44632768361582,9,3,2023,3
3449.0,249,22215,25000.0,20,Corporate Event,3,0.0,0.0,300,500,1,2,16,0,0,1,1.125315088224703,13.796,2,1,2022,0
2282.0,176,3661,20000.0,20,Wedding,3,0.0,0.0,300,500,2,2,16,0,0,0,5.461496450027307,12.892655367231638,7,3,2022,2
9619.0,155,66,24000.0,20,Birthday,2,0.0,0.0,300,500,0,2,16,0,0,1,358.2089552238806,61.66025641025641,5,2,2022,1
14145.0,176,3661,17000.0,20,Wedding,1,0.0,0.0,300,500,2,2,16,0,0,0,4.642271982523211,79.91525423728814,4,2,2023,1
3428.0,239,4101,25000.0,0,Birthday,2,0.0,0.0,300,500,0,0,16,0,0,0,6.094588005850804,14.283333333333333,11,4,2025,3
2208.0,249,22215,22000.0,0,Birthday,1,0.0,0.0,300,500,0,0,16,0,0,2,0.9902772776377385,8.832,7,3,2023,2
2889.0,229,3480,13000.0,20,Wedding,2,0.0,0.0,300,500,2,2,16,0,0,2,3.7345590347601263,12.560869565217391,8,3,2023,2
3600.0,42,3577,17000.0,20,Wedding,1,0.0,0.0,300,500,2,2,16,0,0,2,4.751257685858021,83.72093023255815,11,4,2025,3
8742.0,252,1608,25000.0,20,Birthday,2,0.0,0.0,300,500,0,2,16,0,0,1,15.537600994406464,34.55335968379447,11,4,2024,3
12886.0,229,3480,12000.0,0,Birthday,1,0.0,0.0,300,500,0,0,16,0,0,0,3.4472852628555013,56.02608695652174,7,3,2025,2
8945.0,155,66,21000.0,4,Corporate Event,5,0.0,0.0,300,500,1,1,16,0,0,2,313.43283582089555,57.33974358974359,2,1,2023,0
7986.0,202,1983,26000.0,20,Corporate Event,2,0.0,0.0,300,500,1,2,16,0,0,0,13.10483870967742,39.33990147783251,2,1,2022,0
5422.0,239,4101,15000.0,20,Wedding,2,0.0,0.0,300,500,2,2,16,0,0,0,3.6567528035104826,22.591666666666665,8,3,2025,2
13889.0,239,4101,25000.0,4,Wedding,1,0.0,0.0,300,500,2,1,16,0,0,0,6.094588005850804,57.87083333333333,4,2,2022,1
12213.0,203,1258,15000.0,20,Birthday,2,0.0,0.0,300,500,0,2,16,0,0,2,11.914217633042098,59.86764705882353,8,3,2023,2
4215.0,126,4896,19000.0,20,Wedding,5,0.0,0.0,300,500,2,2,16,0,0,0,3.8799264856034306,33.188976377952756,7,3,2024,2
9276.0,229,3480,20000.0,4,Wedding,5,0.0,0.0,300,500,2,1,16,0,0,1,5.745475438092502,40.3304347826087,10,4,2025,3
3965.0,202,1983,19000.0,20,Wedding,2,0.0,0.0,300,500,2,2,16,0,0,2,9.576612903225806,19.532019704433498,4,2,2024,1
6442.0,249,22215,25000.0,20,Birthday,5,0.0,0.0,300,500,0,2,16,0,0,1,1.125315088224703,25.768,7,3,2022,2
3631.0,252,1608,23000.0,0,Wedding,1,0.0,0.0,300,500,2,0,16,0,0,0,14.294592914853947,14.351778656126482,4,2,2023,1
553.0,42,3577,15000.0,20,Wedding,2,0.0,0.0,300,500,2,2,16,0,0,0,4.192286193404136,12.86046511627907,5,2,2025,1
10282.0,155,66,22000.0,20,Birthday,4,0.0,0.0,300,500,0,2,16,0,0,2,328.35820895522386,65.91025641025641,9,3,2023,3
8208.0,155,66,17000.0,0,Wedding,3,0.0,0.0,300,500,2,0,16,0,0,0,253.73134328358208,52.61538461538461,1,1,2024,0
93440.0,202,1983,13000.0,4,Birthday,1,0.0,0.0,300,500,0,1,16,0,0,0,6.55241935483871,460.29556650246303,8,3,2023,2
1222.0,176,3661,20000.0,20,Birthday,3,0.0,0.0,300,500,0,2,16,0,0,1,5.461496450027307,6.903954802259887,4,2,2024,1
12135.0,229,3480,26000.0,4,Corporate Event,3,0.0,0.0,300,500,1,1,16,0,0,2,7.469118069520253,52.76086956521739,6,2,2023,2
6163.0,252,1608,20000.0,4,Corporate Event,4,0.0,0.0,300,500,1,1,16,0,0,2,12.430080795525171,24.359683794466402,5,2,2024,1
5413.0,229,3480,12000.0,20,Birthday,5,0.0,0.0,300,500,0,2,16,0,0,0,3.4472852628555013,23.534782608695654,7,3,2024,2
605.0,298,962,21000.0,0,Birthday,2,0.0,0.0,300,500,0,0,16,0,0,1,21.806853582554517,2.0234113712374584,2,1,2024,0
13136.0,126,4896,19000.0,20,Wedding,5,0.0,0.0,300,500,2,2,16,0,0,2,3.8799264856034306,103.43307086614173,9,3,2025,3
10687.0,203,1258,13000.0,4,Birthday,1,0.0,0.0,300,500,0,1,16,0,0,1,10.325655281969818,52.38725490196079,1,1,2023,0
927.0,203,1258,15000.0,20,Wedding,5,0.0,0.0,300,500,2,2,16,0,0,1,11.914217633042098,4.544117647058823,2,1,2023,0
5071.0,252,1608,24000.0,0,Corporate Event,2,0.0,0.0,300,500,1,0,16,0,0,0,14.916096954630206,20.043478260869566,10,4,2022,3
6665.0,42,3577,19000.0,0,Wedding,2,0.0,0.0,300,500,2,0,16,0,0,0,5.310229178311906,155.0,6,2,2025,2
5491.0,155,66,17000.0,4,Corporate Event,1,0.0,0.0,300,500,1,1,16,0,0,0,253.73134328358208,35.19871794871795,7,3,2022,2
12553.0,249,22215,12000.0,4,Birthday,5,0.0,0.0,300,500,0,1,16,0,0,0,0.5401512423478574,50.212,10,4,2024,3
2005.0,203,1417,15000.0,0,Corporate Event,2,0.0,0.0,300,500,1,0,16,0,0,2,10.578279266572638,9.82843137254902,3,1,2023,1
27240.0,202,1983,17000.0,20,Wedding,4,0.0,0.0,300,500,2,2,16,0,0,0,8.568548387096774,134.1871921182266,11,4,2023,3
7680.0,155,66,23000.0,20,Birthday,2,0.0,0.0,300,500,0,2,16,0,0,2,343.2835820895522,49.23076923076923,3,1,2023,1
9232.0,202,1983,24000.0,4,Corporate Event,5,0.0,0.0,300,500,1,1,16,0,0,0,12.096774193548388,45.477832512315274,5,2,2023,1
12843.0,249,22215,22000.0,20,Wedding,2,0.0,0.0,300,500,2,2,16,0,0,2,0.9902772776377385,51.372,4,2,2025,1
5021.0,229,3480,15000.0,20,Corporate Event,5,0.0,0.0,300,500,1,2,16,0,0,2,4.309106578569376,21.830434782608695,3,1,2022,1
10045.0,239,4101,17000.0,0,Wedding,5,0.0,0.0,300,500,2,0,16,0,0,1,4.144319843978547,41.854166666666664,1,1,2024,0
11952.0,252,1608,21000.0,20,Corporate Event,2,0.0,0.0,300,500,1,2,16,0,0,0,13.05158483530143,47.241106719367586,12,4,2023,0
6807.0,298,962,20000.0,4,Wedding,3,0.0,0.0,300,500,2,1,16,0,0,1,20.768431983385256,22.765886287625417,9,3,2024,3
4022.0,239,4101,20000.0,4,Birthday,1,0.0,0.0,300,500,0,1,16,0,0,2,4.875670404680643,16.758333333333333,1,1,2023,0
2966.0,203,1258,19000.0,0,Corporate Event,4,0.0,0.0,300,500,1,0,16,0,0,0,15.091342335186656,14.53921568627451,11,4,2024,3
403.0,42,3577,19000.0,4,Wedding,1,0.0,0.0,300,500,2,1,16,0,0,1,5.310229178311906,9.372093023255815,1,1,2024,0
4647.0,203,1417,26000.0,20,Wedding,2,0.0,0.0,300,500,2,2,16,0,0,0,18.33568406205924,22.779411764705884,9,3,2022,3
